"","code","date","value","uname","tcode"
"1376","JPM366_EMBI366",1999-10-27,885,"",NA
"1377","JPM366_EMBI366",1999-10-28,867,"",NA
"1378","JPM366_EMBI366",1999-10-29,851,"",NA
"1379","JPM366_EMBI366",1999-11-01,845,"",NA
"1380","JPM366_EMBI366",1999-11-02,821,"",NA
"1381","JPM366_EMBI366",1999-11-03,816,"",NA
"1382","JPM366_EMBI366",1999-11-04,811,"",NA
"1383","JPM366_EMBI366",1999-11-05,812,"",NA
"1384","JPM366_EMBI366",1999-11-08,788,"",NA
"1385","JPM366_EMBI366",1999-11-09,778,"",NA
"1386","JPM366_EMBI366",1999-11-10,781,"",NA
"1387","JPM366_EMBI366",1999-11-12,772,"",NA
"1388","JPM366_EMBI366",1999-11-15,774,"",NA
"1389","JPM366_EMBI366",1999-11-16,769,"",NA
"1390","JPM366_EMBI366",1999-11-17,798,"",NA
"1391","JPM366_EMBI366",1999-11-18,790,"",NA
"1392","JPM366_EMBI366",1999-11-19,803,"",NA
"1393","JPM366_EMBI366",1999-11-22,800,"",NA
"1394","JPM366_EMBI366",1999-11-23,793,"",NA
"1395","JPM366_EMBI366",1999-11-24,788,"",NA
"1396","JPM366_EMBI366",1999-11-26,782,"",NA
"1397","JPM366_EMBI366",1999-11-29,783,"",NA
"1398","JPM366_EMBI366",1999-11-30,806,"",NA
"1399","JPM366_EMBI366",1999-12-01,811,"",NA
"1400","JPM366_EMBI366",1999-12-02,797,"",NA
"1401","JPM366_EMBI366",1999-12-03,768,"",NA
"1402","JPM366_EMBI366",1999-12-06,762,"",NA
"1403","JPM366_EMBI366",1999-12-07,761,"",NA
"1404","JPM366_EMBI366",1999-12-08,759,"",NA
"1405","JPM366_EMBI366",1999-12-09,756,"",NA
"1406","JPM366_EMBI366",1999-12-10,732,"",NA
"1407","JPM366_EMBI366",1999-12-13,692,"",NA
"1408","JPM366_EMBI366",1999-12-14,689,"",NA
"1409","JPM366_EMBI366",1999-12-15,674,"",NA
"1410","JPM366_EMBI366",1999-12-16,656,"",NA
"1411","JPM366_EMBI366",1999-12-17,655,"",NA
"1412","JPM366_EMBI366",1999-12-20,643,"",NA
"1413","JPM366_EMBI366",1999-12-21,639,"",NA
"1414","JPM366_EMBI366",1999-12-22,643,"",NA
"1415","JPM366_EMBI366",1999-12-23,640,"",NA
"1416","JPM366_EMBI366",1999-12-24,641,"",NA
"1417","JPM366_EMBI366",1999-12-27,643,"",NA
"1418","JPM366_EMBI366",1999-12-28,642,"",NA
"1419","JPM366_EMBI366",1999-12-29,645,"",NA
"1420","JPM366_EMBI366",1999-12-30,640,"",NA
"1421","JPM366_EMBI366",1999-12-31,636,"",NA
"1422","JPM366_EMBI366",2000-01-03,626,"",NA
"1423","JPM366_EMBI366",2000-01-04,675,"",NA
"1424","JPM366_EMBI366",2000-01-05,677,"",NA
"1425","JPM366_EMBI366",2000-01-06,688,"",NA
"1426","JPM366_EMBI366",2000-01-07,677,"",NA
"1427","JPM366_EMBI366",2000-01-10,668,"",NA
"1428","JPM366_EMBI366",2000-01-11,698,"",NA
"1429","JPM366_EMBI366",2000-01-12,708,"",NA
"1430","JPM366_EMBI366",2000-01-13,702,"",NA
"1431","JPM366_EMBI366",2000-01-14,693,"",NA
"1432","JPM366_EMBI366",2000-01-18,687,"",NA
"1433","JPM366_EMBI366",2000-01-19,683,"",NA
"1434","JPM366_EMBI366",2000-01-20,687,"",NA
"1435","JPM366_EMBI366",2000-01-21,685,"",NA
"1436","JPM366_EMBI366",2000-01-24,688,"",NA
"1437","JPM366_EMBI366",2000-01-25,706,"",NA
"1438","JPM366_EMBI366",2000-01-26,703,"",NA
"1439","JPM366_EMBI366",2000-01-27,706,"",NA
"1440","JPM366_EMBI366",2000-01-28,750,"",NA
"1441","JPM366_EMBI366",2000-01-31,758,"",NA
"1442","JPM366_EMBI366",2000-02-01,756,"",NA
"1443","JPM366_EMBI366",2000-02-02,763,"",NA
"1444","JPM366_EMBI366",2000-02-03,772,"",NA
"1445","JPM366_EMBI366",2000-02-04,719,"",NA
"1446","JPM366_EMBI366",2000-02-07,691,"",NA
"1447","JPM366_EMBI366",2000-02-08,677,"",NA
"1448","JPM366_EMBI366",2000-02-09,683,"",NA
"1449","JPM366_EMBI366",2000-02-10,668,"",NA
"1450","JPM366_EMBI366",2000-02-11,673,"",NA
"1451","JPM366_EMBI366",2000-02-14,686,"",NA
"1452","JPM366_EMBI366",2000-02-15,680,"",NA
"1453","JPM366_EMBI366",2000-02-16,691,"",NA
"1454","JPM366_EMBI366",2000-02-17,689,"",NA
"1455","JPM366_EMBI366",2000-02-18,707,"",NA
"1456","JPM366_EMBI366",2000-02-22,727,"",NA
"1457","JPM366_EMBI366",2000-02-23,699,"",NA
"1458","JPM366_EMBI366",2000-02-24,716,"",NA
"1459","JPM366_EMBI366",2000-02-25,702,"",NA
"1460","JPM366_EMBI366",2000-02-28,694,"",NA
"1461","JPM366_EMBI366",2000-02-29,688,"",NA
"1462","JPM366_EMBI366",2000-03-01,685,"",NA
"1463","JPM366_EMBI366",2000-03-02,665,"",NA
"1464","JPM366_EMBI366",2000-03-03,647,"",NA
"1465","JPM366_EMBI366",2000-03-06,646,"",NA
"1466","JPM366_EMBI366",2000-03-07,638,"",NA
"1467","JPM366_EMBI366",2000-03-08,638,"",NA
"1468","JPM366_EMBI366",2000-03-09,638,"",NA
"1469","JPM366_EMBI366",2000-03-10,643,"",NA
"1470","JPM366_EMBI366",2000-03-13,663,"",NA
"1471","JPM366_EMBI366",2000-03-14,663,"",NA
"1472","JPM366_EMBI366",2000-03-15,680,"",NA
"1473","JPM366_EMBI366",2000-03-16,665,"",NA
"1474","JPM366_EMBI366",2000-03-17,657,"",NA
"1475","JPM366_EMBI366",2000-03-20,658,"",NA
"1476","JPM366_EMBI366",2000-03-21,651,"",NA
"1477","JPM366_EMBI366",2000-03-22,633,"",NA
"1478","JPM366_EMBI366",2000-03-23,650,"",NA
"1479","JPM366_EMBI366",2000-03-24,633,"",NA
"1480","JPM366_EMBI366",2000-03-27,630,"",NA
"1481","JPM366_EMBI366",2000-03-28,632,"",NA
"1482","JPM366_EMBI366",2000-03-29,643,"",NA
"1483","JPM366_EMBI366",2000-03-30,679,"",NA
"1484","JPM366_EMBI366",2000-03-31,679,"",NA
"1485","JPM366_EMBI366",2000-04-03,695,"",NA
"1486","JPM366_EMBI366",2000-04-04,722,"",NA
"1487","JPM366_EMBI366",2000-04-05,736,"",NA
"1488","JPM366_EMBI366",2000-04-06,726,"",NA
"1489","JPM366_EMBI366",2000-04-07,730,"",NA
"1490","JPM366_EMBI366",2000-04-10,735,"",NA
"1491","JPM366_EMBI366",2000-04-11,739,"",NA
"1492","JPM366_EMBI366",2000-04-12,739,"",NA
"1493","JPM366_EMBI366",2000-04-13,754,"",NA
"1494","JPM366_EMBI366",2000-04-14,780,"",NA
"1495","JPM366_EMBI366",2000-04-17,801,"",NA
"1496","JPM366_EMBI366",2000-04-18,772,"",NA
"1497","JPM366_EMBI366",2000-04-19,766,"",NA
"1498","JPM366_EMBI366",2000-04-20,764,"",NA
"1499","JPM366_EMBI366",2000-04-21,758,"",NA
"1500","JPM366_EMBI366",2000-04-24,784,"",NA
"1501","JPM366_EMBI366",2000-04-25,741,"",NA
"1502","JPM366_EMBI366",2000-04-26,751,"",NA
"1503","JPM366_EMBI366",2000-04-27,753,"",NA
"1504","JPM366_EMBI366",2000-04-28,742,"",NA
"1505","JPM366_EMBI366",2000-05-01,729,"",NA
"1506","JPM366_EMBI366",2000-05-02,736,"",NA
"1507","JPM366_EMBI366",2000-05-03,770,"",NA
"1508","JPM366_EMBI366",2000-05-04,782,"",NA
"1509","JPM366_EMBI366",2000-05-05,795,"",NA
"1510","JPM366_EMBI366",2000-05-08,810,"",NA
"1511","JPM366_EMBI366",2000-05-09,809,"",NA
"1512","JPM366_EMBI366",2000-05-10,835,"",NA
"1513","JPM366_EMBI366",2000-05-11,823,"",NA
"1514","JPM366_EMBI366",2000-05-12,838,"",NA
"1515","JPM366_EMBI366",2000-05-15,823,"",NA
"1516","JPM366_EMBI366",2000-05-16,826,"",NA
"1517","JPM366_EMBI366",2000-05-17,815,"",NA
"1518","JPM366_EMBI366",2000-05-18,809,"",NA
"1519","JPM366_EMBI366",2000-05-19,833,"",NA
"1520","JPM366_EMBI366",2000-05-22,854,"",NA
"1521","JPM366_EMBI366",2000-05-23,839,"",NA
"1522","JPM366_EMBI366",2000-05-24,831,"",NA
"1523","JPM366_EMBI366",2000-05-25,821,"",NA
"1524","JPM366_EMBI366",2000-05-26,823,"",NA
"1525","JPM366_EMBI366",2000-05-30,797,"",NA
"1526","JPM366_EMBI366",2000-05-31,792,"",NA
"1527","JPM366_EMBI366",2000-06-01,770,"",NA
"1528","JPM366_EMBI366",2000-06-02,731,"",NA
"1529","JPM366_EMBI366",2000-06-05,743,"",NA
"1530","JPM366_EMBI366",2000-06-06,741,"",NA
"1531","JPM366_EMBI366",2000-06-07,730,"",NA
"1532","JPM366_EMBI366",2000-06-08,725,"",NA
"1533","JPM366_EMBI366",2000-06-09,711,"",NA
"1534","JPM366_EMBI366",2000-06-12,718,"",NA
"1535","JPM366_EMBI366",2000-06-13,706,"",NA
"1536","JPM366_EMBI366",2000-06-14,708,"",NA
"1537","JPM366_EMBI366",2000-06-15,719,"",NA
"1538","JPM366_EMBI366",2000-06-16,723,"",NA
"1539","JPM366_EMBI366",2000-06-19,719,"",NA
"1540","JPM366_EMBI366",2000-06-20,715,"",NA
"1541","JPM366_EMBI366",2000-06-21,706,"",NA
"1542","JPM366_EMBI366",2000-06-22,709,"",NA
"1543","JPM366_EMBI366",2000-06-23,725,"",NA
"1544","JPM366_EMBI366",2000-06-26,722,"",NA
"1545","JPM366_EMBI366",2000-06-27,716,"",NA
"1546","JPM366_EMBI366",2000-06-28,709,"",NA
"1547","JPM366_EMBI366",2000-06-29,719,"",NA
"1548","JPM366_EMBI366",2000-06-30,722,"",NA
"1549","JPM366_EMBI366",2000-07-03,705,"",NA
"1550","JPM366_EMBI366",2000-07-04,706,"",NA
"1551","JPM366_EMBI366",2000-07-05,694,"",NA
"1552","JPM366_EMBI366",2000-07-06,694,"",NA
"1553","JPM366_EMBI366",2000-07-07,697,"",NA
"1554","JPM366_EMBI366",2000-07-10,698,"",NA
"1555","JPM366_EMBI366",2000-07-11,710,"",NA
"1556","JPM366_EMBI366",2000-07-12,705,"",NA
"1557","JPM366_EMBI366",2000-07-13,709,"",NA
"1558","JPM366_EMBI366",2000-07-14,705,"",NA
"1559","JPM366_EMBI366",2000-07-17,700,"",NA
"1560","JPM366_EMBI366",2000-07-18,699,"",NA
"1561","JPM366_EMBI366",2000-07-19,710,"",NA
"1562","JPM366_EMBI366",2000-07-20,704,"",NA
"1563","JPM366_EMBI366",2000-07-21,702,"",NA
"1564","JPM366_EMBI366",2000-07-24,695,"",NA
"1565","JPM366_EMBI366",2000-07-25,699,"",NA
"1566","JPM366_EMBI366",2000-07-26,705,"",NA
"1567","JPM366_EMBI366",2000-07-27,716,"",NA
"1568","JPM366_EMBI366",2000-07-28,716,"",NA
"1569","JPM366_EMBI366",2000-07-31,712,"",NA
"1570","JPM366_EMBI366",2000-08-01,719,"",NA
"1571","JPM366_EMBI366",2000-08-02,708,"",NA
"1572","JPM366_EMBI366",2000-08-03,701,"",NA
"1573","JPM366_EMBI366",2000-08-04,700,"",NA
"1574","JPM366_EMBI366",2000-08-07,694,"",NA
"1575","JPM366_EMBI366",2000-08-08,697,"",NA
"1576","JPM366_EMBI366",2000-08-09,692,"",NA
"1577","JPM366_EMBI366",2000-08-10,698,"",NA
"1578","JPM366_EMBI366",2000-08-11,678,"",NA
"1579","JPM366_EMBI366",2000-08-14,672,"",NA
"1580","JPM366_EMBI366",2000-08-15,675,"",NA
"1581","JPM366_EMBI366",2000-08-16,689,"",NA
"1582","JPM366_EMBI366",2000-08-17,672,"",NA
"1583","JPM366_EMBI366",2000-08-18,685,"",NA
"1584","JPM366_EMBI366",2000-08-21,694,"",NA
"1585","JPM366_EMBI366",2000-08-22,679,"",NA
"1586","JPM366_EMBI366",2000-08-23,680,"",NA
"1587","JPM366_EMBI366",2000-08-24,674,"",NA
"1588","JPM366_EMBI366",2000-08-25,664,"",NA
"1589","JPM366_EMBI366",2000-08-28,663,"",NA
"1590","JPM366_EMBI366",2000-08-29,661,"",NA
"1591","JPM366_EMBI366",2000-08-30,660,"",NA
"1592","JPM366_EMBI366",2000-08-31,672,"",NA
"1593","JPM366_EMBI366",2000-09-01,663,"",NA
"1594","JPM366_EMBI366",2000-09-04,665,"",NA
"1595","JPM366_EMBI366",2000-09-05,669,"",NA
"1596","JPM366_EMBI366",2000-09-06,662,"",NA
"1597","JPM366_EMBI366",2000-09-07,670,"",NA
"1598","JPM366_EMBI366",2000-09-08,675,"",NA
"1599","JPM366_EMBI366",2000-09-11,679,"",NA
"1600","JPM366_EMBI366",2000-09-12,689,"",NA
"1601","JPM366_EMBI366",2000-09-13,696,"",NA
"1602","JPM366_EMBI366",2000-09-14,693,"",NA
"1603","JPM366_EMBI366",2000-09-15,702,"",NA
"1604","JPM366_EMBI366",2000-09-18,727,"",NA
"1605","JPM366_EMBI366",2000-09-19,717,"",NA
"1606","JPM366_EMBI366",2000-09-20,730,"",NA
"1607","JPM366_EMBI366",2000-09-21,726,"",NA
"1608","JPM366_EMBI366",2000-09-22,723,"",NA
"1609","JPM366_EMBI366",2000-09-25,716,"",NA
"1610","JPM366_EMBI366",2000-09-26,721,"",NA
"1611","JPM366_EMBI366",2000-09-27,711,"",NA
"1612","JPM366_EMBI366",2000-09-28,705,"",NA
"1613","JPM366_EMBI366",2000-09-29,705,"",NA
"1614","JPM366_EMBI366",2000-10-02,714,"",NA
"1615","JPM366_EMBI366",2000-10-03,694,"",NA
"1616","JPM366_EMBI366",2000-10-04,687,"",NA
"1617","JPM366_EMBI366",2000-10-05,687,"",NA
"1618","JPM366_EMBI366",2000-10-06,701,"",NA
"1619","JPM366_EMBI366",2000-10-09,704,"",NA
"1620","JPM366_EMBI366",2000-10-10,701,"",NA
"1621","JPM366_EMBI366",2000-10-11,712,"",NA
"1622","JPM366_EMBI366",2000-10-12,741,"",NA
"1623","JPM366_EMBI366",2000-10-13,744,"",NA
"1624","JPM366_EMBI366",2000-10-16,742,"",NA
"1625","JPM366_EMBI366",2000-10-17,776,"",NA
"1626","JPM366_EMBI366",2000-10-18,779,"",NA
"1627","JPM366_EMBI366",2000-10-19,772,"",NA
"1628","JPM366_EMBI366",2000-10-20,771,"",NA
"1629","JPM366_EMBI366",2000-10-23,791,"",NA
"1630","JPM366_EMBI366",2000-10-24,792,"",NA
"1631","JPM366_EMBI366",2000-10-25,807,"",NA
"1632","JPM366_EMBI366",2000-10-26,811,"",NA
"1633","JPM366_EMBI366",2000-10-27,792,"",NA
"1634","JPM366_EMBI366",2000-10-30,776,"",NA
"1635","JPM366_EMBI366",2000-10-31,758,"",NA
"1636","JPM366_EMBI366",2000-11-01,772,"",NA
"1637","JPM366_EMBI366",2000-11-02,753,"",NA
"1638","JPM366_EMBI366",2000-11-03,775,"",NA
"1639","JPM366_EMBI366",2000-11-06,776,"",NA
"1640","JPM366_EMBI366",2000-11-07,799,"",NA
"1641","JPM366_EMBI366",2000-11-08,818,"",NA
"1642","JPM366_EMBI366",2000-11-09,833,"",NA
"1643","JPM366_EMBI366",2000-11-10,812,"",NA
"1644","JPM366_EMBI366",2000-11-13,810,"",NA
"1645","JPM366_EMBI366",2000-11-14,800,"",NA
"1646","JPM366_EMBI366",2000-11-15,794,"",NA
"1647","JPM366_EMBI366",2000-11-16,792,"",NA
"1648","JPM366_EMBI366",2000-11-17,794,"",NA
"1649","JPM366_EMBI366",2000-11-20,776,"",NA
"1650","JPM366_EMBI366",2000-11-21,775,"",NA
"1651","JPM366_EMBI366",2000-11-22,798,"",NA
"1652","JPM366_EMBI366",2000-11-23,795,"",NA
"1653","JPM366_EMBI366",2000-11-24,796,"",NA
"1654","JPM366_EMBI366",2000-11-27,794,"",NA
"1655","JPM366_EMBI366",2000-11-28,808,"",NA
"1656","JPM366_EMBI366",2000-11-29,800,"",NA
"1657","JPM366_EMBI366",2000-11-30,829,"",NA
"1658","JPM366_EMBI366",2000-12-01,810,"",NA
"1659","JPM366_EMBI366",2000-12-04,810,"",NA
"1660","JPM366_EMBI366",2000-12-05,794,"",NA
"1661","JPM366_EMBI366",2000-12-06,789,"",NA
"1662","JPM366_EMBI366",2000-12-07,782,"",NA
"1663","JPM366_EMBI366",2000-12-08,763,"",NA
"1664","JPM366_EMBI366",2000-12-11,759,"",NA
"1665","JPM366_EMBI366",2000-12-12,768,"",NA
"1666","JPM366_EMBI366",2000-12-13,771,"",NA
"1667","JPM366_EMBI366",2000-12-14,778,"",NA
"1668","JPM366_EMBI366",2000-12-15,781,"",NA
"1669","JPM366_EMBI366",2000-12-18,779,"",NA
"1670","JPM366_EMBI366",2000-12-19,761,"",NA
"1671","JPM366_EMBI366",2000-12-20,778,"",NA
"1672","JPM366_EMBI366",2000-12-21,773,"",NA
"1673","JPM366_EMBI366",2000-12-22,765,"",NA
"1674","JPM366_EMBI366",2000-12-26,760,"",NA
"1675","JPM366_EMBI366",2000-12-27,754,"",NA
"1676","JPM366_EMBI366",2000-12-28,744,"",NA
"1677","JPM366_EMBI366",2000-12-29,749,"",NA
"1678","JPM366_EMBI366",2001-01-02,762,"",NA
"1679","JPM366_EMBI366",2001-01-03,738,"",NA
"1680","JPM366_EMBI366",2001-01-04,737,"",NA
"1681","JPM366_EMBI366",2001-01-05,740,"",NA
"1682","JPM366_EMBI366",2001-01-08,751,"",NA
"1683","JPM366_EMBI366",2001-01-09,750,"",NA
"1684","JPM366_EMBI366",2001-01-10,748,"",NA
"1685","JPM366_EMBI366",2001-01-11,739,"",NA
"1686","JPM366_EMBI366",2001-01-12,728,"",NA
"1687","JPM366_EMBI366",2001-01-15,723,"",NA
"1688","JPM366_EMBI366",2001-01-16,732,"",NA
"1689","JPM366_EMBI366",2001-01-17,729,"",NA
"1690","JPM366_EMBI366",2001-01-18,726,"",NA
"1691","JPM366_EMBI366",2001-01-19,717,"",NA
"1692","JPM366_EMBI366",2001-01-22,708,"",NA
"1693","JPM366_EMBI366",2001-01-23,697,"",NA
"1694","JPM366_EMBI366",2001-01-24,694,"",NA
"1695","JPM366_EMBI366",2001-01-25,699,"",NA
"1696","JPM366_EMBI366",2001-01-26,683,"",NA
"1697","JPM366_EMBI366",2001-01-29,668,"",NA
"1698","JPM366_EMBI366",2001-01-30,680,"",NA
"1699","JPM366_EMBI366",2001-01-31,677,"",NA
"1700","JPM366_EMBI366",2001-02-01,687,"",NA
"1701","JPM366_EMBI366",2001-02-02,687,"",NA
"1702","JPM366_EMBI366",2001-02-05,702,"",NA
"1703","JPM366_EMBI366",2001-02-06,693,"",NA
"1704","JPM366_EMBI366",2001-02-07,700,"",NA
"1705","JPM366_EMBI366",2001-02-08,689,"",NA
"1706","JPM366_EMBI366",2001-02-09,696,"",NA
"1707","JPM366_EMBI366",2001-02-12,694,"",NA
"1708","JPM366_EMBI366",2001-02-13,693,"",NA
"1709","JPM366_EMBI366",2001-02-14,689,"",NA
"1710","JPM366_EMBI366",2001-02-15,680,"",NA
"1711","JPM366_EMBI366",2001-02-16,692,"",NA
"1712","JPM366_EMBI366",2001-02-19,698,"",NA
"1713","JPM366_EMBI366",2001-02-20,715,"",NA
"1714","JPM366_EMBI366",2001-02-21,735,"",NA
"1715","JPM366_EMBI366",2001-02-22,728,"",NA
"1716","JPM366_EMBI366",2001-02-23,731,"",NA
"1717","JPM366_EMBI366",2001-02-26,728,"",NA
"1718","JPM366_EMBI366",2001-02-27,745,"",NA
"1719","JPM366_EMBI366",2001-02-28,753,"",NA
"1720","JPM366_EMBI366",2001-03-01,742,"",NA
"1721","JPM366_EMBI366",2001-03-02,729,"",NA
"1722","JPM366_EMBI366",2001-03-05,718,"",NA
"1723","JPM366_EMBI366",2001-03-06,714,"",NA
"1724","JPM366_EMBI366",2001-03-07,713,"",NA
"1725","JPM366_EMBI366",2001-03-08,721,"",NA
"1726","JPM366_EMBI366",2001-03-09,711,"",NA
"1727","JPM366_EMBI366",2001-03-12,728,"",NA
"1728","JPM366_EMBI366",2001-03-13,734,"",NA
"1729","JPM366_EMBI366",2001-03-14,744,"",NA
"1730","JPM366_EMBI366",2001-03-15,758,"",NA
"1731","JPM366_EMBI366",2001-03-16,775,"",NA
"1732","JPM366_EMBI366",2001-03-19,797,"",NA
"1733","JPM366_EMBI366",2001-03-20,790,"",NA
"1734","JPM366_EMBI366",2001-03-21,785,"",NA
"1735","JPM366_EMBI366",2001-03-22,831,"",NA
"1736","JPM366_EMBI366",2001-03-23,853,"",NA
"1737","JPM366_EMBI366",2001-03-26,810,"",NA
"1738","JPM366_EMBI366",2001-03-27,788,"",NA
"1739","JPM366_EMBI366",2001-03-28,788,"",NA
"1740","JPM366_EMBI366",2001-03-29,808,"",NA
"1741","JPM366_EMBI366",2001-03-30,814,"",NA
"1742","JPM366_EMBI366",2001-04-02,810,"",NA
"1743","JPM366_EMBI366",2001-04-03,813,"",NA
"1744","JPM366_EMBI366",2001-04-04,807,"",NA
"1745","JPM366_EMBI366",2001-04-05,793,"",NA
"1746","JPM366_EMBI366",2001-04-06,792,"",NA
"1747","JPM366_EMBI366",2001-04-09,774,"",NA
"1748","JPM366_EMBI366",2001-04-10,764,"",NA
"1749","JPM366_EMBI366",2001-04-11,761,"",NA
"1750","JPM366_EMBI366",2001-04-12,761,"",NA
"1751","JPM366_EMBI366",2001-04-16,786,"",NA
"1752","JPM366_EMBI366",2001-04-17,784,"",NA
"1753","JPM366_EMBI366",2001-04-18,780,"",NA
"1754","JPM366_EMBI366",2001-04-19,800,"",NA
"1755","JPM366_EMBI366",2001-04-20,839,"",NA
"1756","JPM366_EMBI366",2001-04-23,898,"",NA
"1757","JPM366_EMBI366",2001-04-24,880,"",NA
"1758","JPM366_EMBI366",2001-04-25,864,"",NA
"1759","JPM366_EMBI366",2001-04-26,853,"",NA
"1760","JPM366_EMBI366",2001-04-27,810,"",NA
"1761","JPM366_EMBI366",2001-04-30,821,"",NA
"1762","JPM366_EMBI366",2001-05-01,823,"",NA
"1763","JPM366_EMBI366",2001-05-02,837,"",NA
"1764","JPM366_EMBI366",2001-05-03,824,"",NA
"1765","JPM366_EMBI366",2001-05-04,812,"",NA
"1766","JPM366_EMBI366",2001-05-07,812,"",NA
"1767","JPM366_EMBI366",2001-05-08,819,"",NA
"1768","JPM366_EMBI366",2001-05-09,833,"",NA
"1769","JPM366_EMBI366",2001-05-10,827,"",NA
"1770","JPM366_EMBI366",2001-05-11,836,"",NA
"1771","JPM366_EMBI366",2001-05-14,859,"",NA
"1772","JPM366_EMBI366",2001-05-15,856,"",NA
"1773","JPM366_EMBI366",2001-05-16,830,"",NA
"1774","JPM366_EMBI366",2001-05-17,827,"",NA
"1775","JPM366_EMBI366",2001-05-18,820,"",NA
"1776","JPM366_EMBI366",2001-05-21,817,"",NA
"1777","JPM366_EMBI366",2001-05-22,817,"",NA
"1778","JPM366_EMBI366",2001-05-23,834,"",NA
"1779","JPM366_EMBI366",2001-05-24,836,"",NA
"1780","JPM366_EMBI366",2001-05-25,853,"",NA
"1781","JPM366_EMBI366",2001-05-28,853,"",NA
"1782","JPM366_EMBI366",2001-05-29,858,"",NA
"1783","JPM366_EMBI366",2001-05-30,860,"",NA
"1784","JPM366_EMBI366",2001-05-31,857,"",NA
"1785","JPM366_EMBI366",2001-06-01,860,"",NA
"1786","JPM366_EMBI366",2001-06-04,828,"",NA
"1787","JPM366_EMBI366",2001-06-05,804,"",NA
"1788","JPM366_EMBI366",2001-06-06,822,"",NA
"1789","JPM366_EMBI366",2001-06-07,803,"",NA
"1790","JPM366_EMBI366",2001-06-08,794,"",NA
"1791","JPM366_EMBI366",2001-06-11,794,"",NA
"1792","JPM366_EMBI366",2001-06-12,810,"",NA
"1793","JPM366_EMBI366",2001-06-13,825,"",NA
"1794","JPM366_EMBI366",2001-06-14,842,"",NA
"1795","JPM366_EMBI366",2001-06-15,842,"",NA
"1796","JPM366_EMBI366",2001-06-18,893,"",NA
"1797","JPM366_EMBI366",2001-06-19,878,"",NA
"1798","JPM366_EMBI366",2001-06-20,865,"",NA
"1799","JPM366_EMBI366",2001-06-21,843,"",NA
"1800","JPM366_EMBI366",2001-06-22,836,"",NA
"1801","JPM366_EMBI366",2001-06-25,829,"",NA
"1802","JPM366_EMBI366",2001-06-26,835,"",NA
"1803","JPM366_EMBI366",2001-06-27,847,"",NA
"1804","JPM366_EMBI366",2001-06-28,844,"",NA
"1805","JPM366_EMBI366",2001-06-29,841,"",NA
"1806","JPM366_EMBI366",2001-07-02,853,"",NA
"1807","JPM366_EMBI366",2001-07-03,852,"",NA
"1808","JPM366_EMBI366",2001-07-04,869,"",NA
"1809","JPM366_EMBI366",2001-07-05,894,"",NA
"1810","JPM366_EMBI366",2001-07-06,889,"",NA
"1811","JPM366_EMBI366",2001-07-09,887,"",NA
"1812","JPM366_EMBI366",2001-07-10,903,"",NA
"1813","JPM366_EMBI366",2001-07-11,972,"",NA
"1814","JPM366_EMBI366",2001-07-12,1028,"",NA
"1815","JPM366_EMBI366",2001-07-13,999,"",NA
"1816","JPM366_EMBI366",2001-07-16,1004,"",NA
"1817","JPM366_EMBI366",2001-07-17,940,"",NA
"1818","JPM366_EMBI366",2001-07-18,980,"",NA
"1819","JPM366_EMBI366",2001-07-19,975,"",NA
"1820","JPM366_EMBI366",2001-07-20,944,"",NA
"1821","JPM366_EMBI366",2001-07-23,921,"",NA
"1822","JPM366_EMBI366",2001-07-24,932,"",NA
"1823","JPM366_EMBI366",2001-07-25,916,"",NA
"1824","JPM366_EMBI366",2001-07-26,959,"",NA
"1825","JPM366_EMBI366",2001-07-27,975,"",NA
"1826","JPM366_EMBI366",2001-07-30,972,"",NA
"1827","JPM366_EMBI366",2001-07-31,972,"",NA
"1828","JPM366_EMBI366",2001-08-01,975,"",NA
"1829","JPM366_EMBI366",2001-08-02,949,"",NA
"1830","JPM366_EMBI366",2001-08-03,954,"",NA
"1831","JPM366_EMBI366",2001-08-06,928,"",NA
"1832","JPM366_EMBI366",2001-08-07,925,"",NA
"1833","JPM366_EMBI366",2001-08-08,904,"",NA
"1834","JPM366_EMBI366",2001-08-09,920,"",NA
"1835","JPM366_EMBI366",2001-08-10,912,"",NA
"1836","JPM366_EMBI366",2001-08-13,927,"",NA
"1837","JPM366_EMBI366",2001-08-14,943,"",NA
"1838","JPM366_EMBI366",2001-08-15,937,"",NA
"1839","JPM366_EMBI366",2001-08-16,932,"",NA
"1840","JPM366_EMBI366",2001-08-17,982,"",NA
"1841","JPM366_EMBI366",2001-08-20,989,"",NA
"1842","JPM366_EMBI366",2001-08-21,1010,"",NA
"1843","JPM366_EMBI366",2001-08-22,939,"",NA
"1844","JPM366_EMBI366",2001-08-23,943,"",NA
"1845","JPM366_EMBI366",2001-08-24,946,"",NA
"1846","JPM366_EMBI366",2001-08-27,953,"",NA
"1847","JPM366_EMBI366",2001-08-28,941,"",NA
"1848","JPM366_EMBI366",2001-08-29,933,"",NA
"1849","JPM366_EMBI366",2001-08-30,950,"",NA
"1850","JPM366_EMBI366",2001-08-31,952,"",NA
"1851","JPM366_EMBI366",2001-09-03,952,"",NA
"1852","JPM366_EMBI366",2001-09-04,923,"",NA
"1853","JPM366_EMBI366",2001-09-05,931,"",NA
"1854","JPM366_EMBI366",2001-09-06,955,"",NA
"1855","JPM366_EMBI366",2001-09-07,971,"",NA
"1856","JPM366_EMBI366",2001-09-10,968,"",NA
"1857","JPM366_EMBI366",2001-09-11,961,"",NA
